cfname,updateddate,addeddate,reportdate,beds_ward_o,mechvent_o,isolbed_o,beds_ward_v,hfhudcode,icu_o,isolbed_v,icu_v,mechvent_v,id
COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN,2020-04-18 7:56:07,2020-04-18 7:56:07,2020-04-18,0,0,0,3,DOH000000000000253,0,3,0,0,1737
ILOCOS SUR DISTRICT HOSPITAL - SINAIT,2020-04-16 8:40:10,2020-04-16 8:40:10,2020-04-16,0,0,0,0,DOH000000000000254,0,0,0,0,204
ILOCOS SUR DISTRICT HOSPITAL - SINAIT,2020-04-19 8:23:17,2020-04-19 8:23:17,2020-04-19,0,0,0,0,DOH000000000000254,0,0,0,0,2755
ILOCOS SUR DISTRICT HOSPITAL - SINAIT,2020-04-17 8:18:00,2020-04-17 8:18:00,2020-04-17,0,0,0,0,DOH000000000000254,0,0,0,0,973
ILOCOS SUR DISTRICT HOSPITAL - SINAIT,2020-04-18 8:03:26,2020-04-18 8:03:26,2020-04-18,0,0,0,0,DOH000000000000254,0,0,0,0,1783
DONSOL DISTRICT HOSPITAL,2020-04-19 9:17:03,2020-04-19 9:17:03,2020-04-19,0,0,0,0,DOH000000000000257,0,0,0,0,2900
DONSOL DISTRICT HOSPITAL,2020-04-18 8:59:37,2020-04-18 8:59:37,2020-04-18,0,0,0,0,DOH000000000000257,0,0,0,0,2001
DONSOL DISTRICT HOSPITAL,2020-04-17 7:03:10,2020-04-17 7:03:10,2020-04-17,0,0,0,0,DOH000000000000257,0,0,0,0,764
SANTA CRUZ DISTRICT HOSPITAL,2020-04-16 10:44:29,2020-04-16 10:44:29,2020-04-16,0,0,0,0,DOH000000000000260,0,0,0,0,381
SANTA CRUZ DISTRICT HOSPITAL,2020-04-17 9:34:50,2020-04-17 9:34:50,2020-04-17,0,0,0,0,DOH000000000000260,0,0,0,0,1188
SANTA CRUZ DISTRICT HOSPITAL,2020-04-19 8:11:22,2020-04-19 8:11:22,2020-04-19,0,0,0,0,DOH000000000000260,0,0,0,0,2692
SANTA CRUZ DISTRICT HOSPITAL,2020-04-18 8:19:19,2020-04-18 8:19:19,2020-04-18,0,0,0,0,DOH000000000000260,0,0,0,0,1880
VIGA DISTRICT HOSPITAL,2020-04-19 8:33:04,2020-04-19 8:33:04,2020-04-19,0,0,0,1,DOH000000000000261,0,1,0,0,2785
VIGA DISTRICT HOSPITAL,2020-04-17 8:47:23,2020-04-17 8:47:23,2020-04-17,0,0,0,1,DOH000000000000261,0,1,0,0,1092
VIGA DISTRICT HOSPITAL,2020-04-18 10:36:50,2020-04-18 10:36:50,2020-04-18,0,0,0,1,DOH000000000000261,0,1,0,0,2149
VIGA DISTRICT HOSPITAL,2020-04-16 11:25:37,2020-04-16 11:25:37,2020-04-16,0,0,0,1,DOH000000000000261,0,1,0,0,411
CONG. SIMEON G. TORIBIO MEMORIAL HOSPITAL,2020-04-18 11:23:04,2020-04-18 11:23:04,2020-04-18,0,0,0,2,DOH000000000000264,0,2,0,0,2191
CONG. SIMEON G. TORIBIO MEMORIAL HOSPITAL,2020-04-16 10:41:35,2020-04-16 10:41:35,2020-04-16,0,0,0,2,DOH000000000000264,0,2,0,0,378
CONG. SIMEON G. TORIBIO MEMORIAL HOSPITAL,2020-04-17 8:39:07,2020-04-17 8:39:07,2020-04-17,0,0,0,2,DOH000000000000264,0,2,0,0,1067
URDANETA DISTRICT HOSPITAL,2020-04-17 8:45:32,2020-04-17 8:45:32,2020-04-17,0,8,2,0,DOH000000000000265,0,1,0,0,1086
URDANETA DISTRICT HOSPITAL,2020-04-19 7:51:57,2020-04-19 7:51:57,2020-04-19,0,0,2,0,DOH000000000000265,0,1,0,0,2594
URDANETA DISTRICT HOSPITAL,2020-04-16 12:02:37,2020-04-16 12:02:37,2020-04-16,0,0,3,0,DOH000000000000265,0,0,0,0,451
URDANETA DISTRICT HOSPITAL,2020-04-18 7:33:28,2020-04-18 7:33:28,2020-04-18,0,0,0,0,DOH000000000000265,0,3,0,0,1677
CAMARINES NORTE PROVINCIAL HOSPITAL,2020-04-18 6:53:01,2020-04-18 6:53:01,2020-04-18,0,0,0,0,DOH000000000000266,0,0,0,0,1616
CAMARINES NORTE PROVINCIAL HOSPITAL,2020-04-16 7:36:46,2020-04-16 7:36:46,2020-04-16,0,0,0,0,DOH000000000000266,0,0,0,0,81
CAMARINES NORTE PROVINCIAL HOSPITAL,2020-04-17 7:24:39,2020-04-17 7:24:39,2020-04-17,0,0,0,0,DOH000000000000266,0,0,0,0,786
CAMARINES NORTE PROVINCIAL HOSPITAL,2020-04-19 7:21:52,2020-04-19 7:21:52,2020-04-19,0,0,0,0,DOH000000000000266,0,0,0,0,2524
Masbate Provincial Hospital,2020-04-19 12:36:57,2020-04-19 12:36:57,2020-04-19,0,0,0,0,DOH000000000000267,0,6,0,0,3120
Masbate Provincial Hospital,2020-04-16 8:29:35,2020-04-16 8:29:35,2020-04-16,0,0,0,0,DOH000000000000267,0,0,0,0,182
Masbate Provincial Hospital,2020-04-17 10:53:29,2020-04-17 10:53:29,2020-04-17,0,0,0,0,DOH000000000000267,0,7,0,0,1297
Masbate Provincial Hospital,2020-04-18 16:59:59,2020-04-18 16:59:59,2020-04-18,0,0,0,0,DOH000000000000267,0,6,0,0,2391
DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-19 8:30:02,2020-04-19 8:30:02,2020-04-19,9,5,9,5,DOH000000000000276,6,4,0,0,2778
DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-18 15:45:04,2020-04-18 15:45:04,2020-04-18,9,5,9,5,DOH000000000000276,6,4,0,0,2343
DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-16 14:58:41,2020-04-16 14:58:41,2020-04-16,6,5,10,2,DOH000000000000276,6,2,0,0,589
DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,2020-04-17 16:13:25,2020-04-17 16:13:25,2020-04-17,9,5,9,5,DOH000000000000276,6,4,0,0,1511
ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-16 8:18:14,2020-04-16 8:18:14,2020-04-16,0,0,1,0,DOH000000000000280,0,0,0,0,160
ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-18 7:51:58,2020-04-18 7:51:58,2020-04-18,0,0,0,0,DOH000000000000280,0,1,0,0,1722
ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-17 8:14:01,2020-04-17 8:14:01,2020-04-17,0,0,1,0,DOH000000000000280,0,0,0,0,950
ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-19 8:16:51,2020-04-19 8:16:51,2020-04-19,0,0,0,0,DOH000000000000280,0,1,0,0,2724
ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-17 8:26:39,2020-04-17 8:26:39,2020-04-17,0,0,2,0,DOH000000000000281,0,17,0,0,1011
ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-19 7:35:54,2020-04-19 7:35:54,2020-04-19,0,0,4,0,DOH000000000000281,0,15,0,0,2553
ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-18 8:01:15,2020-04-18 8:01:15,2020-04-18,0,0,4,0,DOH000000000000281,0,15,0,0,1767
ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-16 17:44:38,2020-04-16 17:44:38,2020-04-16,0,0,2,0,DOH000000000000281,0,17,0,0,690
UMALI MEDICAL CLINIC,2020-04-19 6:58:59,2020-04-19 6:58:59,2020-04-19,0,0,0,0,DOH000000000000283,0,1,0,0,2487
UMALI MEDICAL CLINIC,2020-04-18 8:01:10,2020-04-18 8:01:10,2020-04-18,0,0,0,0,DOH000000000000283,0,1,0,0,1766
JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-19 8:07:04,2020-04-19 8:07:04,2020-04-19,0,0,0,0,DOH000000000000292,0,0,0,0,2669
JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-17 7:43:54,2020-04-17 7:43:54,2020-04-17,0,0,0,0,DOH000000000000292,0,0,0,0,823
JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-18 7:59:24,2020-04-18 7:59:24,2020-04-18,0,0,0,0,DOH000000000000292,0,0,0,0,1754
RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-17 7:26:31,2020-04-17 7:26:31,2020-04-17,0,0,0,0,DOH000000000000296,0,0,0,0,789
RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-18 10:04:51,2020-04-18 10:04:51,2020-04-18,0,0,0,0,DOH000000000000296,0,0,0,0,2110
RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-16 12:08:43,2020-04-16 12:08:43,2020-04-16,0,0,0,0,DOH000000000000296,0,0,0,0,456
RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-19 9:19:03,2020-04-19 9:19:03,2020-04-19,0,0,0,0,DOH000000000000296,0,0,0,0,2907
DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-17 6:58:56,2020-04-17 6:58:56,2020-04-17,0,0,0,0,DOH000000000000298,0,0,0,0,759
DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-19 7:08:54,2020-04-19 7:08:54,2020-04-19,0,0,0,0,DOH000000000000298,0,0,0,0,2502
DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-18 7:42:54,2020-04-18 7:42:54,2020-04-18,0,0,0,0,DOH000000000000298,0,0,0,0,1694
DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-16 7:27:08,2020-04-16 7:27:08,2020-04-16,0,0,0,0,DOH000000000000298,0,0,0,0,68
RODOLFO MORALES MED. CLIN.,2020-04-18 15:00:36,2020-04-18 15:00:36,2020-04-18,0,0,0,0,DOH000000000000303,0,0,0,0,2316
GARCHITORENA MEDICARE COMMUNITY HOSPITAL,2020-04-16 8:51:43,2020-04-16 8:51:43,2020-04-16,0,0,0,0,DOH000000000000308,0,1,0,0,235
GARCHITORENA MEDICARE COMMUNITY HOSPITAL,2020-04-19 6:30:15,2020-04-19 6:30:15,2020-04-19,0,0,0,0,DOH000000000000308,0,1,0,0,2468
GARCHITORENA MEDICARE COMMUNITY HOSPITAL,2020-04-17 9:16:15,2020-04-17 9:16:15,2020-04-17,0,0,0,0,DOH000000000000308,0,1,0,0,1161
GARCHITORENA MEDICARE COMMUNITY HOSPITAL,2020-04-18 8:15:51,2020-04-18 8:15:51,2020-04-18,0,0,0,0,DOH000000000000308,0,1,0,0,1858
JOSE PANGANIBAN PRIMARY HOSPITAL SERVICE COOPERATIVE,2020-04-18 7:34:48,2020-04-18 7:34:48,2020-04-18,0,0,0,0,DOH000000000000309,0,0,0,0,1681
JOSE PANGANIBAN PRIMARY HOSPITAL SERVICE COOPERATIVE,2020-04-19 8:04:55,2020-04-19 8:04:55,2020-04-19,0,0,0,0,DOH000000000000309,0,0,0,0,2656
JOSE PANGANIBAN PRIMARY HOSPITAL SERVICE COOPERATIVE,2020-04-17 7:47:38,2020-04-17 7:47:38,2020-04-17,0,0,0,0,DOH000000000000309,0,0,0,0,832
JOSE PANGANIBAN PRIMARY HOSPITAL SERVICE COOPERATIVE,2020-04-16 16:26:59,2020-04-16 8:07:47,2020-04-16,0,0,0,0,DOH000000000000309,0,0,0,0,139
SINAWILAN CLINIC & HOSPITAL AND HOSPITAL,2020-04-16 8:41:48,2020-04-16 8:41:48,2020-04-16,0,0,0,0,DOH000000000000310,0,0,0,0,210
SINAWILAN CLINIC & HOSPITAL AND HOSPITAL,2020-04-18 12:57:56,2020-04-18 12:57:56,2020-04-18,0,0,0,0,DOH000000000000310,0,0,0,0,2265
SINAWILAN CLINIC & HOSPITAL AND HOSPITAL,2020-04-17 13:33:53,2020-04-17 13:33:53,2020-04-17,0,0,0,0,DOH000000000000310,0,0,0,0,1421
AGOO FAMILY HOSPITAL,2020-04-17 11:53:35,2020-04-17 11:53:35,2020-04-17,0,0,0,0,DOH000000000000312,0,0,0,0,1354
AGOO FAMILY HOSPITAL,2020-04-18 11:34:03,2020-04-18 11:34:03,2020-04-18,0,0,0,0,DOH000000000000312,0,0,0,0,2203
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-18 8:43:22,2020-04-18 8:43:22,2020-04-18,0,0,0,0,DOH000000000000318,0,1,0,0,1955
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-16 8:46:41,2020-04-16 8:46:41,2020-04-16,0,0,0,0,DOH000000000000318,0,1,0,0,227
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-19 8:51:18,2020-04-19 8:51:18,2020-04-19,0,0,0,0,DOH000000000000318,0,1,0,0,2847
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-17 9:46:21,2020-04-17 9:46:21,2020-04-17,0,0,0,0,DOH000000000000318,0,1,0,0,1214
RICO'S HOSPITAL,2020-04-18 6:31:41,2020-04-18 6:31:41,2020-04-18,0,0,0,0,DOH000000000000319,0,0,0,0,1603
RICO'S HOSPITAL,2020-04-17 7:14:44,2020-04-17 7:14:44,2020-04-17,0,0,0,0,DOH000000000000319,0,0,0,0,776
RICO'S HOSPITAL,2020-04-16 9:48:35,2020-04-16 9:48:35,2020-04-16,0,0,0,0,DOH000000000000319,0,0,0,0,318
RICO'S HOSPITAL,2020-04-19 6:55:50,2020-04-19 6:55:50,2020-04-19,0,0,0,0,DOH000000000000319,0,0,0,0,2479
BUNGABONG-SANICO MEDICAL CLINIC & MATERNITY HOSPITAL,2020-04-19 12:42:42,2020-04-19 12:42:42,2020-04-19,0,0,0,0,DOH000000000000323,0,0,0,0,3123
BUNGABONG-SANICO MEDICAL CLINIC & MATERNITY HOSPITAL,2020-04-17 8:37:15,2020-04-17 8:37:15,2020-04-17,0,0,0,0,DOH000000000000323,0,0,0,0,1058
BUNGABONG-SANICO MEDICAL CLINIC & MATERNITY HOSPITAL,2020-04-16 8:50:12,2020-04-16 8:50:12,2020-04-16,0,0,0,0,DOH000000000000323,0,0,0,0,232
CLINICA ISAGUIRRE,2020-04-17 11:38:10,2020-04-17 11:38:10,2020-04-17,0,0,0,0,DOH000000000000328,0,0,0,0,1343
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-17 8:23:45,2020-04-17 8:23:45,2020-04-17,0,0,0,0,DOH000000000000333,0,0,0,0,1001
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-19 13:37:09,2020-04-19 13:37:09,2020-04-19,0,0,0,0,DOH000000000000333,0,0,0,0,3161
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-18 8:26:21,2020-04-18 8:26:21,2020-04-18,0,0,0,0,DOH000000000000333,0,0,0,0,1908
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-16 12:25:57,2020-04-16 12:25:57,2020-04-16,0,0,0,0,DOH000000000000333,0,0,0,0,473
ST. FELIX MEDICAL HOSPITAL,2020-04-18 10:39:53,2020-04-18 10:39:53,2020-04-18,0,0,0,0,DOH000000000000336,0,0,0,0,2152
ST. FELIX MEDICAL HOSPITAL,2020-04-17 10:57:17,2020-04-17 10:57:17,2020-04-17,0,0,0,0,DOH000000000000336,0,0,0,0,1301
URDUJA GENERAL HOSPITAL,2020-04-17 11:00:03,2020-04-17 11:00:03,2020-04-17,0,0,0,0,DOH000000000000337,0,0,0,0,1308
VIACRUCIS MEDICAL HOSPITAL,2020-04-16 9:59:57,2020-04-16 9:59:57,2020-04-16,0,0,0,0,DOH000000000000338,0,0,0,0,331
VIACRUCIS MEDICAL HOSPITAL,2020-04-17 7:59:12,2020-04-17 7:59:12,2020-04-17,0,0,0,0,DOH000000000000338,0,0,0,0,869
VIACRUCIS MEDICAL HOSPITAL,2020-04-18 6:57:01,2020-04-18 6:57:01,2020-04-18,0,0,0,0,DOH000000000000338,0,0,0,0,1623
VIACRUCIS MEDICAL HOSPITAL,2020-04-19 7:33:20,2020-04-19 7:33:20,2020-04-19,0,0,0,0,DOH000000000000338,0,0,0,0,2549
"CUISON HOSPITAL, INC.",2020-04-18 8:11:20,2020-04-18 8:11:20,2020-04-18,0,0,0,0,DOH000000000000340,0,0,0,0,1835
"CUISON HOSPITAL, INC.",2020-04-16 9:12:06,2020-04-16 9:12:06,2020-04-16,0,0,0,0,DOH000000000000340,0,0,0,0,274
"CUISON HOSPITAL, INC.",2020-04-17 8:34:29,2020-04-17 8:34:29,2020-04-17,0,0,0,0,DOH000000000000340,0,0,0,0,1039
"CUISON HOSPITAL, INC.",2020-04-19 8:04:54,2020-04-19 8:04:54,2020-04-19,0,0,0,0,DOH000000000000340,0,0,0,0,2655
PIRA HOSPITAL,2020-04-18 17:05:15,2020-04-18 17:05:15,2020-04-18,0,0,0,5,DOH000000000000343,0,6,0,0,2395
PIRA HOSPITAL,2020-04-19 7:34:19,2020-04-19 7:34:19,2020-04-19,0,0,0,5,DOH000000000000343,0,6,0,0,2552
PIRA HOSPITAL,2020-04-17 13:55:50,2020-04-17 13:55:50,2020-04-17,0,0,0,5,DOH000000000000343,0,6,0,0,1433
LUMBIS RANCES GENERAL HOSPITAL,2020-04-18 8:21:58,2020-04-18 8:21:58,2020-04-18,0,0,0,0,DOH000000000000346,0,0,0,0,1892
LUMBIS RANCES GENERAL HOSPITAL,2020-04-17 8:41:16,2020-04-17 8:41:16,2020-04-17,0,0,0,0,DOH000000000000346,0,0,0,0,1075
LUMBIS RANCES GENERAL HOSPITAL,2020-04-19 7:29:06,2020-04-19 7:29:06,2020-04-19,0,0,0,0,DOH000000000000346,0,0,0,0,2537
LUMBIS RANCES GENERAL HOSPITAL,2020-04-16 9:31:05,2020-04-16 9:31:05,2020-04-16,0,0,0,0,DOH000000000000346,0,0,0,0,301
JA ALEGRE MED.  CLINIC & HOSP.,2020-04-19 8:00:20,2020-04-19 8:00:20,2020-04-19,0,0,0,0,DOH000000000000353,0,0,0,0,2635
JA ALEGRE MED.  CLINIC & HOSP.,2020-04-18 8:45:09,2020-04-18 8:45:09,2020-04-18,0,0,0,0,DOH000000000000353,0,0,0,0,1959
ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-16 19:08:10,2020-04-16 19:08:10,2020-04-16,0,0,0,0,DOH000000000000354,0,0,0,0,706
ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-17 7:51:04,2020-04-17 7:51:04,2020-04-17,0,0,0,0,DOH000000000000354,0,0,0,0,841
ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-18 13:19:37,2020-04-18 13:19:37,2020-04-18,0,0,0,0,DOH000000000000354,0,0,0,0,2272
SULOP MEDICAL CLINIC,2020-04-19 11:43:08,2020-04-19 11:43:08,2020-04-19,0,0,0,0,DOH000000000000355,0,0,0,0,3076
SULOP MEDICAL CLINIC,2020-04-17 9:17:01,2020-04-17 9:17:01,2020-04-17,0,0,0,0,DOH000000000000355,0,0,0,0,1162
SULOP MEDICAL CLINIC,2020-04-16 12:46:42,2020-04-16 12:46:42,2020-04-16,0,0,0,0,DOH000000000000355,0,0,0,0,482
LUDOVICE GENERAL HOSPITAL,2020-04-16 7:19:34,2020-04-16 7:19:34,2020-04-16,0,0,0,0,DOH000000000000358,0,0,0,0,57
LUDOVICE GENERAL HOSPITAL,2020-04-18 8:28:24,2020-04-18 8:28:24,2020-04-18,0,0,0,0,DOH000000000000358,0,0,0,0,1918
LUDOVICE GENERAL HOSPITAL,2020-04-19 6:40:38,2020-04-19 6:40:38,2020-04-19,0,0,0,0,DOH000000000000358,0,0,0,0,2473
LUDOVICE GENERAL HOSPITAL,2020-04-17 8:01:31,2020-04-17 8:01:31,2020-04-17,0,0,0,0,DOH000000000000358,0,0,0,0,880
RESONABLE HOSPITAL,2020-04-18 11:00:32,2020-04-18 11:00:32,2020-04-18,0,0,0,0,DOH000000000000359,0,0,0,0,2174
RESONABLE HOSPITAL,2020-04-19 10:27:36,2020-04-19 10:27:36,2020-04-19,0,0,0,0,DOH000000000000359,0,0,0,0,3006
RESONABLE HOSPITAL,2020-04-16 14:00:01,2020-04-16 14:00:01,2020-04-16,0,0,0,0,DOH000000000000359,0,0,0,0,534
RESONABLE HOSPITAL,2020-04-17 9:03:17,2020-04-17 9:03:17,2020-04-17,0,0,0,0,DOH000000000000359,0,0,0,0,1136
DR. ROBOSA HOSPITAL,2020-04-18 8:00:58,2020-04-18 8:00:58,2020-04-18,0,0,0,0,DOH000000000000363,0,0,0,0,1763
DR. ROBOSA HOSPITAL,2020-04-17 8:08:33,2020-04-17 8:08:33,2020-04-17,0,0,0,0,DOH000000000000363,0,0,0,0,917
DR. ROBOSA HOSPITAL,2020-04-19 8:15:01,2020-04-19 8:15:01,2020-04-19,0,0,0,0,DOH000000000000363,0,0,0,0,2712
DR. ROBOSA HOSPITAL,2020-04-16 7:51:20,2020-04-16 7:51:20,2020-04-16,0,0,0,0,DOH000000000000363,0,0,0,0,103
REYES ULEP CLINIC AND HOSPITAL,2020-04-18 12:22:57,2020-04-18 12:22:57,2020-04-18,0,0,0,0,DOH000000000000365,0,0,0,0,2243
REYES ULEP CLINIC AND HOSPITAL,2020-04-17 17:36:31,2020-04-17 17:36:31,2020-04-17,0,0,0,0,DOH000000000000365,0,0,0,0,1555
REYES ULEP CLINIC AND HOSPITAL,2020-04-16 17:00:43,2020-04-16 17:00:43,2020-04-16,0,0,0,0,DOH000000000000365,0,0,0,0,671
ELGUIRA GENERAL HOSPITAL,2020-04-17 10:31:43,2020-04-17 10:31:43,2020-04-17,0,0,0,1,DOH000000000000370,0,1,1,0,1275
ELGUIRA GENERAL HOSPITAL,2020-04-19 8:48:25,2020-04-19 8:48:25,2020-04-19,0,0,0,1,DOH000000000000370,0,1,1,0,2838
ELGUIRA GENERAL HOSPITAL,2020-04-18 9:20:44,2020-04-18 9:20:44,2020-04-18,0,0,0,1,DOH000000000000370,0,1,1,0,2049
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-19 7:21:51,2020-04-19 7:21:51,2020-04-19,0,0,0,0,DOH000000000000374,0,1,0,0,2523
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-18 7:35:32,2020-04-18 7:35:32,2020-04-18,0,0,0,1,DOH000000000000374,0,0,0,0,1682
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-17 9:42:44,2020-04-17 9:42:44,2020-04-17,0,0,0,0,DOH000000000000374,0,1,0,0,1208
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-16 7:25:59,2020-04-16 7:25:59,2020-04-16,0,0,0,0,DOH000000000000374,0,1,0,0,64
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-17 8:34:17,2020-04-17 8:34:17,2020-04-17,0,0,0,0,DOH000000000000376,0,0,0,0,1038
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-18 8:12:50,2020-04-18 8:12:50,2020-04-18,0,0,0,0,DOH000000000000376,0,0,0,0,1847
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-19 7:56:49,2020-04-19 7:56:49,2020-04-19,0,0,0,0,DOH000000000000376,0,0,0,0,2619
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-16 12:06:52,2020-04-16 12:06:52,2020-04-16,0,0,0,0,DOH000000000000376,0,0,0,0,453
"DAVAO MEDIQUEST HOSPITAL, INC.",2020-04-18 12:42:02,2020-04-18 12:42:02,2020-04-18,0,0,0,0,DOH000000000000377,0,0,0,0,2257
"DAVAO MEDIQUEST HOSPITAL, INC.",2020-04-19 8:46:44,2020-04-19 8:46:44,2020-04-19,0,0,0,0,DOH000000000000377,0,0,0,0,2833
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-17 17:12:37,2020-04-17 17:12:37,2020-04-17,0,0,0,0,DOH000000000000378,0,0,0,0,1544
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-19 10:50:38,2020-04-19 10:50:38,2020-04-19,0,0,0,0,DOH000000000000378,0,0,0,0,3027
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-16 9:20:42,2020-04-16 9:20:42,2020-04-16,0,0,0,0,DOH000000000000378,0,0,0,0,288
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-18 8:06:59,2020-04-18 8:06:59,2020-04-18,0,0,0,0,DOH000000000000378,0,0,0,0,1813
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-17 7:18:58,2020-04-17 7:18:58,2020-04-17,0,0,0,0,DOH000000000000382,0,0,0,0,783
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-18 8:24:34,2020-04-18 8:24:34,2020-04-18,0,0,0,0,DOH000000000000382,0,0,0,0,1903
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-16 14:42:09,2020-04-16 14:42:09,2020-04-16,0,0,0,0,DOH000000000000382,0,0,0,0,577
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-19 6:39:05,2020-04-19 6:39:05,2020-04-19,0,0,0,0,DOH000000000000382,0,0,0,0,2472
LYCEUM OF APARRI HOSPITAL,2020-04-16 7:45:31,2020-04-16 7:45:31,2020-04-16,0,0,0,0,DOH000000000000384,0,1,0,0,91
LYCEUM OF APARRI HOSPITAL,2020-04-17 8:13:24,2020-04-17 8:13:24,2020-04-17,0,0,0,0,DOH000000000000384,0,1,0,0,948
LYCEUM OF APARRI HOSPITAL,2020-04-19 8:50:57,2020-04-19 8:50:57,2020-04-19,0,0,0,0,DOH000000000000384,0,1,0,0,2845
LYCEUM OF APARRI HOSPITAL,2020-04-18 7:57:17,2020-04-18 7:57:17,2020-04-18,0,0,0,0,DOH000000000000384,0,1,0,0,1739
OUR LADY MEDIATRIX HOSPITAL,2020-04-16 7:51:44,2020-04-16 7:51:44,2020-04-16,0,0,0,2,DOH000000000000385,0,2,0,0,104
OUR LADY MEDIATRIX HOSPITAL,2020-04-17 8:17:23,2020-04-17 8:17:23,2020-04-17,0,0,0,2,DOH000000000000385,0,2,0,0,969
OUR LADY MEDIATRIX HOSPITAL,2020-04-19 8:09:36,2020-04-19 8:09:36,2020-04-19,0,0,0,2,DOH000000000000385,0,2,0,0,2681
OUR LADY MEDIATRIX HOSPITAL,2020-04-18 12:29:29,2020-04-18 12:29:29,2020-04-18,0,0,0,2,DOH000000000000385,0,2,0,0,2250
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-19 8:14:19,2020-04-19 8:14:19,2020-04-19,0,0,0,0,DOH000000000000386,0,0,0,0,2707
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-16 7:36:11,2020-04-16 7:36:11,2020-04-16,0,0,0,0,DOH000000000000386,0,0,0,0,80
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-18 9:39:40,2020-04-18 9:39:40,2020-04-18,0,0,0,0,DOH000000000000386,0,0,0,0,2084
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-17 8:48:48,2020-04-17 8:48:48,2020-04-17,0,0,0,0,DOH000000000000386,0,0,0,0,1096
SUNGA HOSPITAL,2020-04-18 14:34:36,2020-04-18 14:34:36,2020-04-18,0,0,0,0,DOH000000000000387,0,0,0,0,2305
SUNGA HOSPITAL,2020-04-17 23:17:57,2020-04-17 23:17:57,2020-04-17,0,0,0,0,DOH000000000000387,0,0,0,0,1582
SUNGA HOSPITAL,2020-04-16 18:26:58,2020-04-16 18:26:58,2020-04-16,0,0,0,0,DOH000000000000387,0,0,0,0,702
