cfname,updateddate,addeddate,beds_ward_v,id,hfhudcode,icu_o,isolbed_v,reportdate,isolbed_o,mechvent_o,mechvent_v,beds_ward_o,icu_v
BASILAN COMMUNITY HOSPITAL,2020-04-17 8:29:32,2020-04-17 8:29:32,0,1022,DOH000000000000425,0,2,2020-04-17,0,0,0,0,0
ILOCOS SUR DISTRICT HOSPITAL-BESSANG PASS CERVANTES,2020-04-17 11:53:26,2020-04-17 8:41:49,0,1079,DOH000000000000431,0,2,2020-04-17,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,2020-04-16 8:47:15,2020-04-16 8:47:15,0,228,DOH000000000000436,0,5,2020-04-16,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,2020-04-17 15:01:51,2020-04-17 15:01:51,0,1469,DOH000000000000436,0,5,2020-04-17,0,0,0,0,0
CALUMPIT DISTRICT HOSPITAL,2020-04-16 9:04:10,2020-04-16 9:04:10,0,259,DOH000000000000440,0,1,2020-04-16,0,0,0,0,0
CALUMPIT DISTRICT HOSPITAL,2020-04-17 8:34:50,2020-04-17 8:34:50,0,1042,DOH000000000000440,0,1,2020-04-17,0,0,0,0,0
CAUAYAN FAMILY HOSPITAL,2020-04-17 15:11:48,2020-04-17 15:11:48,0,1475,DOH000000000000444,0,1,2020-04-17,0,0,0,0,0
CHAVEZ MEDICAL CLINIC,2020-04-16 8:02:02,2020-04-16 8:02:02,0,120,DOH000000000000445,0,1,2020-04-16,0,0,0,0,0
CHAVEZ MEDICAL CLINIC,2020-04-17 8:15:30,2020-04-17 8:15:30,0,956,DOH000000000000445,0,1,2020-04-17,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - CLAVERIA,2020-04-16 9:00:33,2020-04-16 9:00:33,0,254,DOH000000000000450,0,1,2020-04-16,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - CLAVERIA,2020-04-17 6:15:42,2020-04-17 6:15:42,0,738,DOH000000000000450,0,1,2020-04-17,0,0,0,0,0
CLINICA JESUS NAZARENO,2020-04-17 8:17:19,2020-04-17 8:17:19,0,967,DOH000000000000454,0,1,2020-04-17,0,0,0,0,0
CLINICA JESUS NAZARENO,2020-04-16 7:55:31,2020-04-16 7:55:31,0,108,DOH000000000000454,0,1,2020-04-16,0,0,0,0,0
COTABATO PUERICULTURE CENTER AND GENERAL HOSPITAL FOUNDATION,2020-04-16 8:01:19,2020-04-16 8:01:19,0,119,DOH000000000000458,0,0,2020-04-16,0,0,0,0,0
CRISPIN M. PARAGAS MEMORIAL HOSPITAL (Curuan),2020-04-16 8:39:38,2020-04-16 8:39:38,0,202,DOH000000000000461,0,0,2020-04-16,0,0,0,0,0
CRISPIN M. PARAGAS MEMORIAL HOSPITAL (Curuan),2020-04-17 9:52:49,2020-04-17 9:52:49,0,1222,DOH000000000000461,0,0,2020-04-17,0,0,0,0,0
CEBU PROVINCIAL HOSPITAL (DANAO CITY),2020-04-17 8:46:45,2020-04-17 8:46:45,0,1089,DOH000000000000464,0,14,2020-04-17,6,0,0,0,0
CEBU PROVINCIAL HOSPITAL (DANAO CITY),2020-04-16 13:50:53,2020-04-16 13:50:53,0,528,DOH000000000000464,0,14,2020-04-16,6,0,0,0,0
DELBERT JON'S POLYCLINIC INCORPORATED,2020-04-16 10:59:45,2020-04-16 10:59:45,0,392,DOH000000000000471,0,0,2020-04-16,0,0,0,0,0
DELBERT JON'S POLYCLINIC INCORPORATED,2020-04-17 12:43:31,2020-04-17 12:43:31,0,1384,DOH000000000000471,0,0,2020-04-17,0,0,0,0,0
"DIGNUM FOUNDATION HOSPITAL, INC.",2020-04-16 7:50:25,2020-04-16 7:50:25,0,101,DOH000000000000472,0,0,2020-04-16,0,0,0,0,0
"DIGNUM FOUNDATION HOSPITAL, INC.",2020-04-17 7:31:54,2020-04-17 7:31:54,0,802,DOH000000000000472,0,0,2020-04-17,0,0,0,0,0
DOMINGO CASANO HOSPITAL,2020-04-17 13:26:54,2020-04-17 13:26:54,4,1412,DOH000000000000478,0,4,2020-04-17,0,0,0,0,0
DOMINGO CASANO HOSPITAL,2020-04-16 15:43:48,2020-04-16 15:43:48,4,624,DOH000000000000478,0,4,2020-04-16,0,0,0,0,0
DR. ALBERTO M. PASTOR HOSPITAL,2020-04-16 13:06:41,2020-04-16 13:06:41,0,498,DOH000000000000488,0,0,2020-04-16,0,0,0,0,0
DR. ALBERTO M. PASTOR HOSPITAL,2020-04-17 13:16:18,2020-04-17 13:16:18,0,1403,DOH000000000000488,0,0,2020-04-17,0,0,0,0,0
"CLINICA LUNTAO , INC. (FORMERLY DR. ERVIN B. LUNTAO FAMILY C",2020-04-17 9:44:12,2020-04-17 9:44:12,0,1212,DOH000000000000492,0,0,2020-04-17,0,0,0,0,0
DR. HENRY M. DE VILLA MEMORIAL HOSPITAL,2020-04-16 7:41:01,2020-04-16 7:41:01,0,86,DOH000000000000495,0,4,2020-04-16,0,0,0,0,0
DR. HENRY M. DE VILLA MEMORIAL HOSPITAL,2020-04-17 7:49:48,2020-04-17 7:49:48,0,836,DOH000000000000495,0,4,2020-04-17,0,0,0,0,0
DR. JESUS C. DELGADO MEMORIAL HOSPITAL,2020-04-16 15:33:29,2020-04-16 15:33:29,0,617,DOH000000000000496,0,1,2020-04-16,1,0,0,0,0
Dr. Jose Rizal Memorial Hospital  (DOH retained),2020-04-17 7:31:54,2020-04-17 7:31:54,4,803,DOH000000000000497,0,9,2020-04-17,3,0,0,0,0
Dr. Jose Rizal Memorial Hospital  (DOH retained),2020-04-16 15:56:11,2020-04-16 15:56:11,4,629,DOH000000000000497,0,10,2020-04-16,2,0,0,0,0
DR. RICARDO Y. LADRIDO MEMORIAL DISTRICT HOSPITAL,2020-04-17 9:30:19,2020-04-17 9:30:19,0,1181,DOH000000000000515,0,0,2020-04-17,7,0,0,0,0
DR. GREGORIO B. TAN MEMORIAL HOSPITAL,2020-04-17 9:54:55,2020-04-17 9:54:55,0,1225,DOH000000000000525,0,0,2020-04-17,0,0,0,0,0
DR. GREGORIO B. TAN MEMORIAL HOSPITAL,2020-04-16 13:32:43,2020-04-16 13:32:43,0,517,DOH000000000000525,0,0,2020-04-16,0,0,0,0,0
DR. MANUEL B. VELOSO MEMORIAL HOSPITAL,2020-04-16 18:10:26,2020-04-16 18:10:26,0,699,DOH000000000000528,0,0,2020-04-16,0,0,0,0,0
DUAY HOSPITAL,2020-04-16 8:58:14,2020-04-16 8:58:14,0,249,DOH000000000000534,0,0,2020-04-16,0,0,0,0,0
EASTERN SAMAR PROVINCIAL HOSPITAL,2020-04-17 9:06:45,2020-04-17 9:06:45,0,1144,DOH000000000000541,0,7,2020-04-17,0,0,0,0,0
EASTERN SAMAR PROVINCIAL HOSPITAL,2020-04-16 11:20:16,2020-04-16 11:20:16,0,409,DOH000000000000541,0,6,2020-04-16,1,0,0,0,0
EDWIN ANDREWS AIRBASE HOSPITAL,2020-04-17 11:52:38,2020-04-17 11:52:38,0,1353,DOH000000000000542,0,4,2020-04-17,0,0,0,0,0
EDWIN ANDREWS AIRBASE HOSPITAL,2020-04-16 7:19:49,2020-04-16 7:19:49,0,58,DOH000000000000542,0,4,2020-04-16,0,0,0,0,0
FAMILY MEDICAL CLINIC,2020-04-17 7:48:29,2020-04-17 7:48:29,0,834,DOH000000000000548,0,2,2020-04-17,0,0,0,0,0
FAMILY MEDICAL CLINIC,2020-04-16 8:19:08,2020-04-16 8:19:08,0,161,DOH000000000000548,0,0,2020-04-16,0,0,0,0,0
GOD'S WILL MEDICAL HOSPITAL,2020-04-17 13:16:54,2020-04-17 13:16:54,0,1404,DOH000000000000552,0,0,2020-04-17,0,0,0,0,0
GOD'S WILL MEDICAL HOSPITAL,2020-04-16 10:22:22,2020-04-16 10:22:22,0,357,DOH000000000000552,0,0,2020-04-16,0,0,0,0,0
GINGOOG SANITARIUM AND HOSPITAL,2020-04-16 14:33:17,2020-04-16 14:33:17,0,570,DOH000000000000553,0,0,2020-04-16,0,0,0,0,0
BUENAVISTA EMERGENCY HOSPITAL,2020-04-17 8:38:46,2020-04-17 8:38:46,0,1066,DOH000000000000562,0,0,2020-04-17,0,0,0,0,0
BUENAVISTA EMERGENCY HOSPITAL,2020-04-16 8:41:15,2020-04-16 8:41:15,0,209,DOH000000000000562,0,0,2020-04-16,0,0,0,0,0
HOLY CHILD COLLEGES OF BUTUAN HOSPITAL CO.,2020-04-17 8:43:57,2020-04-17 8:43:57,0,1084,DOH000000000000568,0,0,2020-04-17,0,0,0,0,0
HOLY CHILD COLLEGES OF BUTUAN HOSPITAL CO.,2020-04-16 9:18:56,2020-04-16 9:18:56,0,284,DOH000000000000568,0,0,2020-04-16,0,0,0,0,0
ISIDRO M. OLAN SR. MEMORIAL CLINIC AND HOSPITAL INC.,2020-04-16 10:14:02,2020-04-16 10:14:02,0,350,DOH000000000000577,0,0,2020-04-16,0,0,0,0,0
JAMELARIN HOSPITAL,2020-04-17 7:59:28,2020-04-17 7:59:28,0,871,DOH000000000000579,0,0,2020-04-17,0,0,0,0,0
JAMELARIN HOSPITAL,2020-04-16 8:01:13,2020-04-16 8:01:13,0,118,DOH000000000000579,0,0,2020-04-16,0,0,0,0,0
JESUS IMMACULATE CONCEPCION HOSPITAL,2020-04-16 14:20:50,2020-04-16 14:20:50,2,560,DOH000000000000582,0,1,2020-04-16,0,0,0,0,0
JESUS IMMACULATE CONCEPCION HOSPITAL,2020-04-17 12:45:16,2020-04-17 12:45:16,0,1388,DOH000000000000582,0,1,2020-04-17,0,0,0,0,0
J.R. BORJA GENERAL HOSPITAL,2020-04-17 9:05:51,2020-04-17 9:05:51,0,1143,DOH000000000000587,0,0,2020-04-17,0,0,0,0,0
J.R. BORJA GENERAL HOSPITAL,2020-04-16 11:42:12,2020-04-16 11:42:12,0,427,DOH000000000000587,0,0,2020-04-16,0,0,0,0,0
JUAN S. ALANO MEMORIAL HOSPITAL,2020-04-17 8:56:34,2020-04-17 8:56:34,0,1125,DOH000000000000588,0,0,2020-04-17,0,0,0,0,0
JUAN S. ALANO MEMORIAL HOSPITAL,2020-04-16 13:55:16,2020-04-16 13:55:16,0,531,DOH000000000000588,0,0,2020-04-16,0,0,0,0,0
KIDAPAWAN CITY HOSPITAL,2020-04-17 14:27:34,2020-04-17 14:27:34,0,1447,DOH000000000000602,0,20,2020-04-17,7,0,0,0,0
"KIDAPAWAN DOCTORS? HOSPITAL, INC.",2020-04-16 8:04:41,2020-04-16 8:04:41,0,125,DOH000000000000603,0,0,2020-04-16,0,0,0,0,0
"KIDAPAWAN DOCTORS? HOSPITAL, INC.",2020-04-17 8:15:32,2020-04-17 8:15:32,0,958,DOH000000000000603,0,0,2020-04-17,0,0,0,0,0
KOLAMBUGAN PROVINCIAL HOSPITAL,2020-04-17 7:51:07,2020-04-17 7:51:07,0,842,DOH000000000000605,0,6,2020-04-17,0,0,0,0,0
KOLAMBUGAN PROVINCIAL HOSPITAL,2020-04-16 8:07:36,2020-04-16 8:07:36,0,138,DOH000000000000605,0,6,2020-04-16,0,0,0,0,0
LAS NIEVES MUNICIPAL HOSPITAL,2020-04-17 8:17:56,2020-04-17 8:17:56,0,972,DOH000000000000606,0,0,2020-04-17,0,0,0,0,0
LAS NIEVES MUNICIPAL HOSPITAL,2020-04-16 9:07:18,2020-04-16 9:07:18,0,264,DOH000000000000606,0,0,2020-04-16,0,0,0,0,0
LABO DISTRICT HOSPITAL,2020-04-17 8:31:53,2020-04-17 8:31:53,34,1033,DOH000000000000607,0,0,2020-04-17,0,0,0,2,0
"LADY OF LOURDES HOSPITAL OF CAYBIGA, INC.",2020-04-17 8:07:45,2020-04-17 8:07:45,0,911,DOH000000000000608,0,0,2020-04-17,0,0,0,0,0
LAOAG CITY GENERAL HOSPITAL,2020-04-16 9:46:33,2020-04-16 9:46:33,0,316,DOH000000000000611,0,1,2020-04-16,0,0,0,0,0
LAOAG CITY GENERAL HOSPITAL,2020-04-17 8:41:44,2020-04-17 8:41:44,0,1078,DOH000000000000611,0,1,2020-04-17,0,0,0,0,0
LARIOSA CLINIC AND HOSPITAL,2020-04-17 7:45:53,2020-04-17 7:45:53,0,828,DOH000000000000612,0,0,2020-04-17,0,0,0,0,0
LARIOSA CLINIC AND HOSPITAL,2020-04-16 15:27:29,2020-04-16 15:27:29,0,612,DOH000000000000612,0,0,2020-04-16,0,0,0,0,0
LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,2020-04-17 8:42:42,2020-04-17 8:42:42,0,1082,DOH000000000000615,0,0,2020-04-17,27,1,0,5,0
MATIAS CLINIC AND HOSPITAL,2020-04-17 13:09:21,2020-04-17 13:09:21,0,1399,DOH000000000000619,0,0,2020-04-17,0,0,0,0,0
LINGIG COMMUNITY HOSPITAL,2020-04-16 8:47:48,2020-04-16 8:47:48,0,229,DOH000000000000621,0,0,2020-04-16,0,0,0,0,0
LINGIG COMMUNITY HOSPITAL,2020-04-17 8:13:07,2020-04-17 8:13:07,0,945,DOH000000000000621,0,0,2020-04-17,0,0,0,0,0
LORENZO D. ZAYCO DISTRICT HOSPITAL,2020-04-16 9:00:27,2020-04-16 9:00:27,2,253,DOH000000000000625,0,2,2020-04-16,0,0,0,0,0
LORENZO D. ZAYCO DISTRICT HOSPITAL,2020-04-17 8:51:20,2020-04-17 8:51:20,2,1104,DOH000000000000625,0,2,2020-04-17,0,0,0,0,0
"MALAYBALAY POLYMEDIC GENERAL HOSPITAL, INC.",2020-04-16 11:52:27,2020-04-16 11:52:27,0,440,DOH000000000000642,0,0,2020-04-16,0,0,0,0,0
"MALAYBALAY POLYMEDIC GENERAL HOSPITAL, INC.",2020-04-17 9:49:31,2020-04-17 9:49:31,2,1218,DOH000000000000642,0,2,2020-04-17,0,0,0,0,0
MALIMONO DISTRICT HOSPITAL,2020-04-16 7:11:17,2020-04-16 7:11:17,0,47,DOH000000000000643,0,0,2020-04-16,0,0,0,0,0
MALIMONO DISTRICT HOSPITAL,2020-04-17 7:13:12,2020-04-17 7:13:12,0,773,DOH000000000000643,0,0,2020-04-17,0,0,0,0,0
MANUEL HOSPITAL,2020-04-17 13:52:09,2020-04-17 13:52:09,0,1428,DOH000000000000644,0,0,2020-04-17,0,0,0,0,0
MARAAT MEDICAL HOSPITAL,2020-04-17 11:30:58,2020-04-17 11:30:58,0,1338,DOH000000000000645,0,1,2020-04-17,0,0,0,0,0
Margosatubig Regional Hospital,2020-04-16 11:39:51,2020-04-16 10:59:09,15,391,DOH000000000000646,0,9,2020-04-16,6,0,0,1,0
Margosatubig Regional Hospital,2020-04-17 14:03:31,2020-04-17 10:57:33,15,1302,DOH000000000000646,0,12,2020-04-17,7,0,0,1,0
MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-04-17 7:42:03,2020-04-17 7:42:03,0,819,DOH000000000000652,0,2,2020-04-17,0,0,0,0,0
MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-04-16 7:26:34,2020-04-16 7:26:34,0,65,DOH000000000000652,0,2,2020-04-16,0,0,0,0,0
MCPC ST THERESE OF LISIEUX DOCTORS HOSPITAL,2020-04-17 13:23:39,2020-04-17 13:23:39,1,1410,DOH000000000000654,0,1,2020-04-17,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-04-17 10:04:41,2020-04-17 10:04:41,0,1240,DOH000000000000658,0,4,2020-04-17,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-04-16 8:45:46,2020-04-16 8:45:46,0,223,DOH000000000000658,0,4,2020-04-16,0,0,0,0,0
MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL,2020-04-17 8:29:53,2020-04-17 8:29:53,0,1023,DOH000000000000669,0,2,2020-04-17,0,0,0,0,0
MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL,2020-04-16 15:45:33,2020-04-16 15:45:33,0,625,DOH000000000000669,0,2,2020-04-16,0,0,0,0,0
MMGH & HEALTH SERVICES  OF TACURONG,2020-04-17 10:23:14,2020-04-17 10:23:14,1,1262,DOH000000000000677,0,1,2020-04-17,0,0,0,0,0
PADRON - TIBIO MEDICAL CLINIC,2020-04-17 8:31:28,2020-04-17 8:31:28,0,1031,DOH000000000000692,0,1,2020-04-17,0,0,0,0,0
PANTAO DISTRICT HOSPITAL,2020-04-17 6:49:28,2020-04-17 6:49:28,0,751,DOH000000000000697,0,4,2020-04-17,0,0,0,0,0
PANTAO DISTRICT HOSPITAL,2020-04-16 6:40:20,2020-04-16 6:40:20,0,29,DOH000000000000697,0,4,2020-04-16,0,0,0,0,0
TUGUEGARAO CITY PEOPLE'S GENERAL HOSPITAL,2020-04-16 10:59:48,2020-04-16 10:59:48,0,393,DOH000000000000707,0,0,2020-04-16,0,0,0,0,0
TUGUEGARAO CITY PEOPLE'S GENERAL HOSPITAL,2020-04-17 10:38:25,2020-04-17 10:38:25,0,1284,DOH000000000000707,0,0,2020-04-17,0,0,0,0,0
PINAN DISTRICT HOSPITAL,2020-04-17 8:08:43,2020-04-17 8:08:43,0,920,DOH000000000000716,0,6,2020-04-17,0,0,0,0,0
PINAN DISTRICT HOSPITAL,2020-04-16 8:17:21,2020-04-16 8:17:21,0,158,DOH000000000000716,0,6,2020-04-16,0,0,0,0,0
CALOOCAN CITY MEDICAL CENTER,2020-04-17 9:00:18,2020-04-17 9:00:18,0,1133,DOH000000000000719,0,0,2020-04-17,0,0,0,0,0
"RTN FOUNDATION, INC. HOSPITAL",2020-04-15 18:50:45,2020-04-15 18:50:45,1,7,DOH000000000000726,0,1,2020-04-15,0,0,0,0,2
ROA MEDICAL CLINIC,2020-04-17 10:15:14,2020-04-17 10:15:14,0,1254,DOH000000000000728,0,0,2020-04-17,0,0,0,0,1
ROMEO B. SIBUD COUNTRY HOPSITAL,2020-04-16 14:54:39,2020-04-16 14:54:39,0,588,DOH000000000000732,0,0,2020-04-16,0,0,0,0,0
ROMEO B. SIBUD COUNTRY HOPSITAL,2020-04-17 8:31:58,2020-04-17 8:31:58,0,1034,DOH000000000000732,0,0,2020-04-17,0,0,0,0,0
ROMUALDEZ-KATIKU COMMUNITY HOSP.,2020-04-16 16:13:57,2020-04-16 16:13:57,0,646,DOH000000000000733,0,0,2020-04-16,0,0,0,0,0
ROMUALDEZ-KATIKU COMMUNITY HOSP.,2020-04-17 10:06:27,2020-04-17 10:06:27,0,1243,DOH000000000000733,0,0,2020-04-17,0,0,0,0,0
SCHISTOSOMIASIS HOSPITAL,2020-04-17 10:16:52,2020-04-17 10:16:52,0,1255,DOH000000000000743,0,0,2020-04-17,0,0,0,0,0
SCHISTOSOMIASIS HOSPITAL,2020-04-16 15:59:45,2020-04-16 15:59:45,0,634,DOH000000000000743,0,0,2020-04-16,0,0,0,0,0
SIBUTAD MUNICIPAL HOSPITAL,2020-04-16 7:40:24,2020-04-16 7:40:24,0,85,DOH000000000000747,0,0,2020-04-16,0,0,0,0,0
SIBUTAD MUNICIPAL HOSPITAL,2020-04-17 7:33:06,2020-04-17 7:33:06,0,806,DOH000000000000747,0,1,2020-04-17,0,0,0,0,0
SINDANGAN DISTRICT HOSPITAL,2020-04-16 8:54:33,2020-04-16 8:54:33,0,243,DOH000000000000748,0,3,2020-04-16,1,0,0,0,0
SINDANGAN DISTRICT HOSPITAL,2020-04-17 8:23:14,2020-04-17 8:23:14,4,998,DOH000000000000748,0,4,2020-04-17,0,0,0,0,0
S.S LUMAPAS MEDICAL CLINIC,2020-04-17 8:46:29,2020-04-17 8:46:29,0,1088,DOH000000000000754,0,0,2020-04-17,0,0,0,0,0
S.S LUMAPAS MEDICAL CLINIC,2020-04-16 9:10:44,2020-04-16 9:10:44,0,270,DOH000000000000754,0,0,2020-04-16,0,0,0,0,0
ST. CLAIRE HOSPITAL,2020-04-16 10:35:08,2020-04-16 10:35:08,0,372,DOH000000000000757,0,0,2020-04-16,0,0,0,0,0
ST. CLAIRE HOSPITAL,2020-04-17 8:51:52,2020-04-17 8:51:52,0,1108,DOH000000000000757,0,0,2020-04-17,0,0,0,0,0
ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL,2020-04-17 11:17:16,2020-04-17 11:17:16,0,1322,DOH000000000000767,0,5,2020-04-17,0,0,0,0,0
ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL,2020-04-16 9:59:37,2020-04-16 9:59:37,0,330,DOH000000000000767,0,5,2020-04-16,0,0,0,0,0
ST. MARTIN'S MISSION HOSPITAL,2020-04-16 10:27:56,2020-04-16 10:27:56,0,363,DOH000000000000770,0,0,2020-04-16,0,0,0,0,0
ST. MARTIN'S MISSION HOSPITAL,2020-04-17 10:58:11,2020-04-17 10:58:11,0,1304,DOH000000000000770,0,0,2020-04-17,0,0,0,0,0
TAMOLA-TAN MEDICAL HOSPITAL,2020-04-16 16:46:34,2020-04-16 16:46:34,0,665,DOH000000000000790,0,0,2020-04-16,0,0,0,0,0
DR. ARTURO P. PINGOY MEDICAL CENTER,2020-04-16 16:29:46,2020-04-16 16:29:46,0,657,DOH000000000000793,0,2,2020-04-16,0,0,0,0,0
STA. ANA COMMUNITY HOSPITAL,2020-04-16 8:24:32,2020-04-16 8:24:32,0,172,DOH000000000001377,0,1,2020-04-16,0,0,0,0,0
STA. ANA COMMUNITY HOSPITAL,2020-04-17 8:18:20,2020-04-17 8:18:20,0,974,DOH000000000001377,0,1,2020-04-17,0,0,0,0,0
CABADBARAN DISTRICT HOSPITAL,2020-04-16 8:22:50,2020-04-16 8:22:50,0,170,DOH000000000001506,0,2,2020-04-16,0,0,0,0,0
CABADBARAN DISTRICT HOSPITAL,2020-04-17 7:43:34,2020-04-17 7:43:34,0,821,DOH000000000001506,0,2,2020-04-17,0,0,0,0,0
MALIPAYON DISTRICT HOSPITAL,2020-04-17 10:44:21,2020-04-17 10:44:21,0,1291,DOH000000000001562,0,3,2020-04-17,0,0,0,0,0
MALIPAYON DISTRICT HOSPITAL,2020-04-16 16:02:25,2020-04-16 16:02:25,0,636,DOH000000000001562,0,3,2020-04-16,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - KALILANGAN,2020-04-16 7:26:38,2020-04-16 7:26:38,0,66,DOH000000000001656,0,0,2020-04-16,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - KALILANGAN,2020-04-17 7:28:26,2020-04-17 7:28:26,0,794,DOH000000000001656,0,0,2020-04-17,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - MALITBOG,2020-04-16 14:49:06,2020-04-16 14:49:06,2,583,DOH000000000001657,0,2,2020-04-16,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - MALITBOG,2020-04-17 12:56:26,2020-04-17 12:56:26,2,1394,DOH000000000001657,0,2,2020-04-17,0,0,0,0,0
CARAMOAN MUNICIPAL HOSPITAL,2020-04-16 8:31:45,2020-04-16 8:31:45,0,186,DOH000000000001663,0,0,2020-04-16,0,0,0,0,0
CARAMOAN MUNICIPAL HOSPITAL,2020-04-17 9:08:25,2020-04-17 9:08:25,0,1149,DOH000000000001663,0,0,2020-04-17,0,0,0,0,0
INAPOY COMMUNITY PRIMARY HOSPITAL,2020-04-17 8:37:20,2020-04-17 8:37:20,0,1059,DOH000000000001666,0,2,2020-04-17,0,0,0,0,0
VICE GOVERNOR FRANCISCO PONCE DE LEON MEMORIAL HOSPITAL,2020-04-17 7:55:11,2020-04-17 7:55:11,0,856,DOH000000000001668,0,0,2020-04-17,0,0,0,0,0
VICE GOVERNOR FRANCISCO PONCE DE LEON MEMORIAL HOSPITAL,2020-04-16 7:20:27,2020-04-16 7:20:27,0,60,DOH000000000001668,0,0,2020-04-16,0,0,0,0,0
DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL,2020-04-16 13:34:51,2020-04-16 11:12:32,0,400,DOH000000000001670,0,3,2020-04-16,1,0,0,0,0
DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL,2020-04-17 9:56:00,2020-04-17 9:38:19,0,1199,DOH000000000001670,0,2,2020-04-17,0,0,0,0,0
AACUACOR HEALTH CARE & HOSPITAL,2020-04-16 14:43:37,2020-04-16 14:43:37,0,579,DOH000000000001678,0,0,2020-04-16,0,0,0,0,0
AACUACOR HEALTH CARE & HOSPITAL,2020-04-17 8:01:00,2020-04-17 8:01:00,0,876,DOH000000000001678,0,0,2020-04-17,0,0,0,0,0
SAGRADO MEDICAL AND CHILDREN'S CLINIC,2020-04-17 13:22:47,2020-04-17 13:22:47,0,1409,DOH000000000001679,0,0,2020-04-17,0,0,0,0,0
SAGRADO MEDICAL AND CHILDREN'S CLINIC,2020-04-16 8:16:23,2020-04-16 8:16:23,0,156,DOH000000000001679,0,0,2020-04-16,0,0,0,0,0
"ADVENTIST HOSPITAL-SANTIAGO CITY, INC.",2020-04-17 8:23:50,2020-04-17 8:23:50,1,1003,DOH000000000001688,0,1,2020-04-17,0,0,0,0,0
"ADVENTIST HOSPITAL-SANTIAGO CITY, INC.",2020-04-16 12:45:43,2020-04-16 12:45:43,0,480,DOH000000000001688,0,0,2020-04-16,0,0,0,0,0
LEONA O. LIM MEMORIAL HOSPITAL,2020-04-16 10:26:40,2020-04-16 10:26:40,0,359,DOH000000000001690,0,0,2020-04-16,0,0,0,0,0
MADDELA DISTRICT HOSPITAL,2020-04-16 13:45:55,2020-04-16 13:45:55,0,526,DOH000000000001771,0,2,2020-04-16,0,0,0,0,0
MADDELA DISTRICT HOSPITAL,2020-04-17 8:34:12,2020-04-17 8:34:12,0,1037,DOH000000000001771,0,2,2020-04-17,1,0,0,0,0
GAOAT GENERAL HOSPITAL,2020-04-17 8:40:02,2020-04-17 8:40:02,0,1072,DOH000000000001804,0,0,2020-04-17,0,0,0,0,0
GAOAT GENERAL HOSPITAL,2020-04-16 8:40:07,2020-04-16 8:40:07,0,203,DOH000000000001804,0,0,2020-04-16,0,0,0,0,0
VIRGEN MILAGROSA MEDICAL CENTER,2020-04-16 14:45:13,2020-04-16 14:45:13,0,580,DOH000000000001806,0,0,2020-04-16,0,0,0,0,0
NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-17 11:36:14,2020-04-17 11:36:14,0,1341,DOH000000000001819,0,0,2020-04-17,0,0,0,0,0
LINGAYEN DISTRICT HOSPITAL,2020-04-17 15:05:44,2020-04-17 11:10:08,0,1312,DOH000000000001824,0,3,2020-04-17,0,0,0,0,6
MINA DE ORO GENERAL HOSPITAL,2020-04-16 14:15:05,2020-04-16 14:15:05,0,554,DOH000000000001825,0,3,2020-04-16,0,0,0,0,0
"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-17 14:47:54,2020-04-17 14:47:54,0,1458,DOH000000000001866,0,0,2020-04-17,0,0,0,0,0
"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-16 17:57:14,2020-04-16 17:57:14,0,694,DOH000000000001866,0,0,2020-04-16,0,0,0,0,0
PALANAN STATION HOSPITAL,2020-04-17 10:47:08,2020-04-17 10:47:08,1,1293,DOH000000000001880,0,0,2020-04-17,0,0,0,0,0
BAYAWAN DISTRICT HOSPITAL,2020-04-17 9:31:05,2020-04-17 9:31:05,0,1183,DOH000000000001891,0,3,2020-04-17,2,0,0,0,0
BAYAWAN DISTRICT HOSPITAL,2020-04-16 15:33:09,2020-04-16 15:33:09,0,616,DOH000000000001891,0,3,2020-04-16,2,0,0,0,0
AGLIPAY DISTRICT HOSPITAL,2020-04-16 9:45:41,2020-04-16 9:45:41,0,315,DOH000000000001898,0,0,2020-04-16,0,0,0,0,0
