cfname,updateddate,addeddate,hfhudcode,beds_ward_v,reportdate,id,isolbed_v,icu_o,beds_ward_o,icu_v,isolbed_o,mechvent_o,mechvent_v
JOSE PANGANIBAN PRIMARY HOSPITAL SERVICE COOPERATIVE,2020-04-18 7:34:48,2020-04-18 7:34:48,DOH000000000000309,0,2020-04-18,1681,0,0,0,0,0,0,0
SINAWILAN CLINIC & HOSPITAL AND HOSPITAL,2020-04-17 13:33:53,2020-04-17 13:33:53,DOH000000000000310,0,2020-04-17,1421,0,0,0,0,0,0,0
SINAWILAN CLINIC & HOSPITAL AND HOSPITAL,2020-04-16 8:41:48,2020-04-16 8:41:48,DOH000000000000310,0,2020-04-16,210,0,0,0,0,0,0,0
SINAWILAN CLINIC & HOSPITAL AND HOSPITAL,2020-04-18 12:57:56,2020-04-18 12:57:56,DOH000000000000310,0,2020-04-18,2265,0,0,0,0,0,0,0
AGOO FAMILY HOSPITAL,2020-04-18 11:34:03,2020-04-18 11:34:03,DOH000000000000312,0,2020-04-18,2203,0,0,0,0,0,0,0
AGOO FAMILY HOSPITAL,2020-04-17 11:53:35,2020-04-17 11:53:35,DOH000000000000312,0,2020-04-17,1354,0,0,0,0,0,0,0
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-17 9:46:21,2020-04-17 9:46:21,DOH000000000000318,0,2020-04-17,1214,1,0,0,0,0,0,0
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-18 8:43:22,2020-04-18 8:43:22,DOH000000000000318,0,2020-04-18,1955,1,0,0,0,0,0,0
DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-16 8:46:41,2020-04-16 8:46:41,DOH000000000000318,0,2020-04-16,227,1,0,0,0,0,0,0
RICO'S HOSPITAL,2020-04-17 7:14:44,2020-04-17 7:14:44,DOH000000000000319,0,2020-04-17,776,0,0,0,0,0,0,0
RICO'S HOSPITAL,2020-04-18 6:31:41,2020-04-18 6:31:41,DOH000000000000319,0,2020-04-18,1603,0,0,0,0,0,0,0
RICO'S HOSPITAL,2020-04-16 9:48:35,2020-04-16 9:48:35,DOH000000000000319,0,2020-04-16,318,0,0,0,0,0,0,0
BUNGABONG-SANICO MEDICAL CLINIC & MATERNITY HOSPITAL,2020-04-17 8:37:15,2020-04-17 8:37:15,DOH000000000000323,0,2020-04-17,1058,0,0,0,0,0,0,0
BUNGABONG-SANICO MEDICAL CLINIC & MATERNITY HOSPITAL,2020-04-16 8:50:12,2020-04-16 8:50:12,DOH000000000000323,0,2020-04-16,232,0,0,0,0,0,0,0
CLINICA ISAGUIRRE,2020-04-17 11:38:10,2020-04-17 11:38:10,DOH000000000000328,0,2020-04-17,1343,0,0,0,0,0,0,0
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-16 12:25:57,2020-04-16 12:25:57,DOH000000000000333,0,2020-04-16,473,0,0,0,0,0,0,0
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-17 8:23:45,2020-04-17 8:23:45,DOH000000000000333,0,2020-04-17,1001,0,0,0,0,0,0,0
"NABUNTURAN DOCTORS HOSP., INC.",2020-04-18 8:26:21,2020-04-18 8:26:21,DOH000000000000333,0,2020-04-18,1908,0,0,0,0,0,0,0
ST. FELIX MEDICAL HOSPITAL,2020-04-17 10:57:17,2020-04-17 10:57:17,DOH000000000000336,0,2020-04-17,1301,0,0,0,0,0,0,0
ST. FELIX MEDICAL HOSPITAL,2020-04-18 10:39:53,2020-04-18 10:39:53,DOH000000000000336,0,2020-04-18,2152,0,0,0,0,0,0,0
URDUJA GENERAL HOSPITAL,2020-04-17 11:00:03,2020-04-17 11:00:03,DOH000000000000337,0,2020-04-17,1308,0,0,0,0,0,0,0
VIACRUCIS MEDICAL HOSPITAL,2020-04-17 7:59:12,2020-04-17 7:59:12,DOH000000000000338,0,2020-04-17,869,0,0,0,0,0,0,0
VIACRUCIS MEDICAL HOSPITAL,2020-04-18 6:57:01,2020-04-18 6:57:01,DOH000000000000338,0,2020-04-18,1623,0,0,0,0,0,0,0
VIACRUCIS MEDICAL HOSPITAL,2020-04-16 9:59:57,2020-04-16 9:59:57,DOH000000000000338,0,2020-04-16,331,0,0,0,0,0,0,0
"CUISON HOSPITAL, INC.",2020-04-16 9:12:06,2020-04-16 9:12:06,DOH000000000000340,0,2020-04-16,274,0,0,0,0,0,0,0
"CUISON HOSPITAL, INC.",2020-04-18 8:11:20,2020-04-18 8:11:20,DOH000000000000340,0,2020-04-18,1835,0,0,0,0,0,0,0
"CUISON HOSPITAL, INC.",2020-04-17 8:34:29,2020-04-17 8:34:29,DOH000000000000340,0,2020-04-17,1039,0,0,0,0,0,0,0
PIRA HOSPITAL,2020-04-17 13:55:50,2020-04-17 13:55:50,DOH000000000000343,5,2020-04-17,1433,6,0,0,0,0,0,0
LUMBIS RANCES GENERAL HOSPITAL,2020-04-16 9:31:05,2020-04-16 9:31:05,DOH000000000000346,0,2020-04-16,301,0,0,0,0,0,0,0
LUMBIS RANCES GENERAL HOSPITAL,2020-04-17 8:41:16,2020-04-17 8:41:16,DOH000000000000346,0,2020-04-17,1075,0,0,0,0,0,0,0
LUMBIS RANCES GENERAL HOSPITAL,2020-04-18 8:21:58,2020-04-18 8:21:58,DOH000000000000346,0,2020-04-18,1892,0,0,0,0,0,0,0
JA ALEGRE MED.  CLINIC & HOSP.,2020-04-18 8:45:09,2020-04-18 8:45:09,DOH000000000000353,0,2020-04-18,1959,0,0,0,0,0,0,0
ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-17 7:51:04,2020-04-17 7:51:04,DOH000000000000354,0,2020-04-17,841,0,0,0,0,0,0,0
ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-16 19:08:10,2020-04-16 19:08:10,DOH000000000000354,0,2020-04-16,706,0,0,0,0,0,0,0
ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-18 13:19:37,2020-04-18 13:19:37,DOH000000000000354,0,2020-04-18,2272,0,0,0,0,0,0,0
SULOP MEDICAL CLINIC,2020-04-16 12:46:42,2020-04-16 12:46:42,DOH000000000000355,0,2020-04-16,482,0,0,0,0,0,0,0
SULOP MEDICAL CLINIC,2020-04-17 9:17:01,2020-04-17 9:17:01,DOH000000000000355,0,2020-04-17,1162,0,0,0,0,0,0,0
LUDOVICE GENERAL HOSPITAL,2020-04-18 8:28:24,2020-04-18 8:28:24,DOH000000000000358,0,2020-04-18,1918,0,0,0,0,0,0,0
LUDOVICE GENERAL HOSPITAL,2020-04-17 8:01:31,2020-04-17 8:01:31,DOH000000000000358,0,2020-04-17,880,0,0,0,0,0,0,0
LUDOVICE GENERAL HOSPITAL,2020-04-16 7:19:34,2020-04-16 7:19:34,DOH000000000000358,0,2020-04-16,57,0,0,0,0,0,0,0
RESONABLE HOSPITAL,2020-04-17 9:03:17,2020-04-17 9:03:17,DOH000000000000359,0,2020-04-17,1136,0,0,0,0,0,0,0
RESONABLE HOSPITAL,2020-04-16 14:00:01,2020-04-16 14:00:01,DOH000000000000359,0,2020-04-16,534,0,0,0,0,0,0,0
RESONABLE HOSPITAL,2020-04-18 11:00:32,2020-04-18 11:00:32,DOH000000000000359,0,2020-04-18,2174,0,0,0,0,0,0,0
DR. ROBOSA HOSPITAL,2020-04-18 8:00:58,2020-04-18 8:00:58,DOH000000000000363,0,2020-04-18,1763,0,0,0,0,0,0,0
DR. ROBOSA HOSPITAL,2020-04-16 7:51:20,2020-04-16 7:51:20,DOH000000000000363,0,2020-04-16,103,0,0,0,0,0,0,0
DR. ROBOSA HOSPITAL,2020-04-17 8:08:33,2020-04-17 8:08:33,DOH000000000000363,0,2020-04-17,917,0,0,0,0,0,0,0
REYES ULEP CLINIC AND HOSPITAL,2020-04-16 17:00:43,2020-04-16 17:00:43,DOH000000000000365,0,2020-04-16,671,0,0,0,0,0,0,0
REYES ULEP CLINIC AND HOSPITAL,2020-04-18 12:22:57,2020-04-18 12:22:57,DOH000000000000365,0,2020-04-18,2243,0,0,0,0,0,0,0
REYES ULEP CLINIC AND HOSPITAL,2020-04-17 17:36:31,2020-04-17 17:36:31,DOH000000000000365,0,2020-04-17,1555,0,0,0,0,0,0,0
ELGUIRA GENERAL HOSPITAL,2020-04-18 9:20:44,2020-04-18 9:20:44,DOH000000000000370,1,2020-04-18,2049,1,0,0,1,0,0,0
ELGUIRA GENERAL HOSPITAL,2020-04-17 10:31:43,2020-04-17 10:31:43,DOH000000000000370,1,2020-04-17,1275,1,0,0,1,0,0,0
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-18 7:35:32,2020-04-18 7:35:32,DOH000000000000374,1,2020-04-18,1682,0,0,0,0,0,0,0
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-17 9:42:44,2020-04-17 9:42:44,DOH000000000000374,0,2020-04-17,1208,1,0,0,0,0,0,0
"ALBAY DOCTORS? HOSPITAL, INC.",2020-04-16 7:25:59,2020-04-16 7:25:59,DOH000000000000374,0,2020-04-16,64,1,0,0,0,0,0,0
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-18 8:12:50,2020-04-18 8:12:50,DOH000000000000376,0,2020-04-18,1847,0,0,0,0,0,0,0
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-17 8:34:17,2020-04-17 8:34:17,DOH000000000000376,0,2020-04-17,1038,0,0,0,0,0,0,0
ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION,2020-04-16 12:06:52,2020-04-16 12:06:52,DOH000000000000376,0,2020-04-16,453,0,0,0,0,0,0,0
"DAVAO MEDIQUEST HOSPITAL, INC.",2020-04-18 12:42:02,2020-04-18 12:42:02,DOH000000000000377,0,2020-04-18,2257,0,0,0,0,0,0,0
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-16 9:20:42,2020-04-16 9:20:42,DOH000000000000378,0,2020-04-16,288,0,0,0,0,0,0,0
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-17 17:12:37,2020-04-17 17:12:37,DOH000000000000378,0,2020-04-17,1544,0,0,0,0,0,0,0
CAUAYAN MEDICAL SPECIALISTS HOSPITAL,2020-04-18 8:06:59,2020-04-18 8:06:59,DOH000000000000378,0,2020-04-18,1813,0,0,0,0,0,0,0
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-17 7:18:58,2020-04-17 7:18:58,DOH000000000000382,0,2020-04-17,783,0,0,0,0,0,0,0
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-18 8:24:34,2020-04-18 8:24:34,DOH000000000000382,0,2020-04-18,1903,0,0,0,0,0,0,0
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",2020-04-16 14:42:09,2020-04-16 14:42:09,DOH000000000000382,0,2020-04-16,577,0,0,0,0,0,0,0
LYCEUM OF APARRI HOSPITAL,2020-04-16 7:45:31,2020-04-16 7:45:31,DOH000000000000384,0,2020-04-16,91,1,0,0,0,0,0,0
LYCEUM OF APARRI HOSPITAL,2020-04-17 8:13:24,2020-04-17 8:13:24,DOH000000000000384,0,2020-04-17,948,1,0,0,0,0,0,0
LYCEUM OF APARRI HOSPITAL,2020-04-18 7:57:17,2020-04-18 7:57:17,DOH000000000000384,0,2020-04-18,1739,1,0,0,0,0,0,0
OUR LADY MEDIATRIX HOSPITAL,2020-04-17 8:17:23,2020-04-17 8:17:23,DOH000000000000385,2,2020-04-17,969,2,0,0,0,0,0,0
OUR LADY MEDIATRIX HOSPITAL,2020-04-16 7:51:44,2020-04-16 7:51:44,DOH000000000000385,2,2020-04-16,104,2,0,0,0,0,0,0
OUR LADY MEDIATRIX HOSPITAL,2020-04-18 12:29:29,2020-04-18 12:29:29,DOH000000000000385,2,2020-04-18,2250,2,0,0,0,0,0,0
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-18 9:39:40,2020-04-18 9:39:40,DOH000000000000386,0,2020-04-18,2084,0,0,0,0,0,0,0
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-16 7:36:11,2020-04-16 7:36:11,DOH000000000000386,0,2020-04-16,80,0,0,0,0,0,0,0
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC",2020-04-17 8:48:48,2020-04-17 8:48:48,DOH000000000000386,0,2020-04-17,1096,0,0,0,0,0,0,0
SUNGA HOSPITAL,2020-04-17 23:17:57,2020-04-17 23:17:57,DOH000000000000387,0,2020-04-17,1582,0,0,0,0,0,0,0
SUNGA HOSPITAL,2020-04-16 18:26:58,2020-04-16 18:26:58,DOH000000000000387,0,2020-04-16,702,0,0,0,0,0,0,0
"TANCHULING GENERAL HOSPITAL, INC.",2020-04-18 6:53:39,2020-04-18 6:53:39,DOH000000000000390,0,2020-04-18,1618,1,0,0,0,0,0,0
"TANCHULING GENERAL HOSPITAL, INC.",2020-04-17 6:06:23,2020-04-17 6:06:23,DOH000000000000390,0,2020-04-17,730,0,0,0,1,0,0,0
"TANCHULING GENERAL HOSPITAL, INC.",2020-04-16 6:37:44,2020-04-16 6:37:44,DOH000000000000390,0,2020-04-16,24,1,0,0,0,0,0,0
BLANCIA HOSPITAL,2020-04-18 6:31:06,2020-04-18 6:31:06,DOH000000000000395,0,2020-04-18,1601,0,0,0,0,0,0,0
BLANCIA HOSPITAL,2020-04-17 10:29:15,2020-04-17 10:29:15,DOH000000000000395,0,2020-04-17,1269,0,0,0,0,0,0,0
BISHOP JOSEPH REGAN MEMORIAL HOSPITAL (formerly CHRIST THE K,2020-04-16 14:20:04,2020-04-16 14:20:04,DOH000000000000398,0,2020-04-16,559,0,0,0,0,0,0,0
BISHOP JOSEPH REGAN MEMORIAL HOSPITAL (formerly CHRIST THE K,2020-04-17 10:20:22,2020-04-17 10:20:22,DOH000000000000398,0,2020-04-17,1258,0,0,0,0,0,0,0
"NUEVA ECIJA DOCTORS? HOSPITAL, INC.",2020-04-16 14:04:31,2020-04-16 14:04:31,DOH000000000000399,0,2020-04-16,540,0,3,3,0,4,2,0
ABUYOG DISTRICT HOSPITAL,2020-04-18 9:40:48,2020-04-18 9:40:48,DOH000000000000401,4,2020-04-18,2086,4,0,0,0,0,0,0
AGO GENERAL HOSPITAL,2020-04-17 8:11:24,2020-04-17 8:11:24,DOH000000000000402,0,2020-04-17,934,6,0,0,0,0,0,0
AGO GENERAL HOSPITAL,2020-04-16 8:42:33,2020-04-16 8:42:33,DOH000000000000402,0,2020-04-16,214,0,0,0,0,0,0,0
AGO GENERAL HOSPITAL,2020-04-18 10:48:11,2020-04-18 10:48:11,DOH000000000000402,0,2020-04-18,2161,6,0,0,0,0,0,0
"ANTIPAS MEDICAL SPECIALIST HOSPITAL, INC.",2020-04-17 7:53:55,2020-04-17 7:53:55,DOH000000000000404,9,2020-04-17,851,1,0,0,0,0,0,0
"ANTIPAS MEDICAL SPECIALIST HOSPITAL, INC.",2020-04-16 8:46:33,2020-04-16 8:46:33,DOH000000000000404,9,2020-04-16,226,1,0,0,0,0,0,0
ARTECHE DISTRICT HOSPITAL,2020-04-17 12:01:46,2020-04-17 12:01:46,DOH000000000000407,0,2020-04-17,1359,0,0,0,0,0,0,0
ARTECHE DISTRICT HOSPITAL,2020-04-16 19:41:05,2020-04-16 19:41:05,DOH000000000000407,0,2020-04-16,710,0,0,0,0,0,0,0
ALBINO M. DURAN MEMORIAL HOSPITAL,2020-04-18 10:28:34,2020-04-18 10:28:34,DOH000000000000420,0,2020-04-18,2133,3,0,0,0,0,0,0
BASILAN COMMUNITY HOSPITAL,2020-04-17 8:29:32,2020-04-17 8:29:32,DOH000000000000425,0,2020-04-17,1022,2,0,0,0,0,0,0
BASILAN COMMUNITY HOSPITAL,2020-04-18 8:23:16,2020-04-18 8:23:16,DOH000000000000425,0,2020-04-18,1896,2,0,0,0,0,0,0
BASILAN COMMUNITY HOSPITAL,2020-04-16 9:30:27,2020-04-16 9:30:27,DOH000000000000425,0,2020-04-16,299,2,0,0,0,0,0,0
Basilan General Hospital,2020-04-18 8:10:25,2020-04-18 8:10:25,DOH000000000000426,0,2020-04-18,1830,2,0,0,2,1,0,0
ILOCOS SUR DISTRICT HOSPITAL-BESSANG PASS CERVANTES,2020-04-17 11:53:26,2020-04-17 8:41:49,DOH000000000000431,0,2020-04-17,1079,2,0,0,0,0,0,0
ILOCOS SUR DISTRICT HOSPITAL-BESSANG PASS CERVANTES,2020-04-18 8:03:59,2020-04-18 8:03:59,DOH000000000000431,0,2020-04-18,1789,2,0,0,0,0,0,0
BUKIDNON PROVINCIAL MEDICAL CENTER-MALAYBALAY CITY,2020-04-18 6:30:48,2020-04-18 6:30:48,DOH000000000000435,0,2020-04-18,1599,11,0,0,0,4,0,0
BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,2020-04-16 8:47:15,2020-04-16 8:47:15,DOH000000000000436,0,2020-04-16,228,5,0,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,2020-04-17 15:01:51,2020-04-17 15:01:51,DOH000000000000436,0,2020-04-17,1469,5,0,0,0,0,0,0
CALUMPIT DISTRICT HOSPITAL,2020-04-17 8:34:50,2020-04-17 8:34:50,DOH000000000000440,0,2020-04-17,1042,1,0,0,0,0,0,0
CALUMPIT DISTRICT HOSPITAL,2020-04-16 9:04:10,2020-04-16 9:04:10,DOH000000000000440,0,2020-04-16,259,1,0,0,0,0,0,0
CALUMPIT DISTRICT HOSPITAL,2020-04-18 8:56:07,2020-04-18 8:56:07,DOH000000000000440,0,2020-04-18,1993,0,0,0,0,1,0,0
CAUAYAN FAMILY HOSPITAL,2020-04-18 8:05:24,2020-04-18 8:05:24,DOH000000000000444,0,2020-04-18,1800,1,0,0,0,0,0,0
CAUAYAN FAMILY HOSPITAL,2020-04-17 15:11:48,2020-04-17 15:11:48,DOH000000000000444,0,2020-04-17,1475,1,0,0,0,0,0,0
CHAVEZ MEDICAL CLINIC,2020-04-18 8:06:21,2020-04-18 8:06:21,DOH000000000000445,0,2020-04-18,1809,1,0,0,0,0,0,0
CHAVEZ MEDICAL CLINIC,2020-04-17 8:15:30,2020-04-17 8:15:30,DOH000000000000445,0,2020-04-17,956,1,0,0,0,0,0,0
CHAVEZ MEDICAL CLINIC,2020-04-16 8:02:02,2020-04-16 8:02:02,DOH000000000000445,0,2020-04-16,120,1,0,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - CLAVERIA,2020-04-16 9:00:33,2020-04-16 9:00:33,DOH000000000000450,0,2020-04-16,254,1,0,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - CLAVERIA,2020-04-18 6:54:53,2020-04-18 6:54:53,DOH000000000000450,0,2020-04-18,1620,1,0,0,0,0,0,0
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - CLAVERIA,2020-04-17 6:15:42,2020-04-17 6:15:42,DOH000000000000450,0,2020-04-17,738,1,0,0,0,0,0,0
CLINICA JESUS NAZARENO,2020-04-17 8:17:19,2020-04-17 8:17:19,DOH000000000000454,0,2020-04-17,967,1,0,0,0,0,0,0
CLINICA JESUS NAZARENO,2020-04-16 7:55:31,2020-04-16 7:55:31,DOH000000000000454,0,2020-04-16,108,1,0,0,0,0,0,0
CLINICA JESUS NAZARENO,2020-04-18 12:44:14,2020-04-18 12:44:14,DOH000000000000454,0,2020-04-18,2258,1,0,0,0,0,0,0
COTABATO PUERICULTURE CENTER AND GENERAL HOSPITAL FOUNDATION,2020-04-16 8:01:19,2020-04-16 8:01:19,DOH000000000000458,0,2020-04-16,119,0,0,0,0,0,0,0
CRISPIN M. PARAGAS MEMORIAL HOSPITAL (Curuan),2020-04-17 9:52:49,2020-04-17 9:52:49,DOH000000000000461,0,2020-04-17,1222,0,0,0,0,0,0,0
CRISPIN M. PARAGAS MEMORIAL HOSPITAL (Curuan),2020-04-18 7:59:10,2020-04-18 7:59:10,DOH000000000000461,0,2020-04-18,1752,0,0,0,0,0,0,0
CRISPIN M. PARAGAS MEMORIAL HOSPITAL (Curuan),2020-04-16 8:39:38,2020-04-16 8:39:38,DOH000000000000461,0,2020-04-16,202,0,0,0,0,0,0,0
CEBU PROVINCIAL HOSPITAL (DANAO CITY),2020-04-17 8:46:45,2020-04-17 8:46:45,DOH000000000000464,0,2020-04-17,1089,14,0,0,0,6,0,0
CEBU PROVINCIAL HOSPITAL (DANAO CITY),2020-04-16 13:50:53,2020-04-16 13:50:53,DOH000000000000464,0,2020-04-16,528,14,0,0,0,6,0,0
DELBERT JON'S POLYCLINIC INCORPORATED,2020-04-18 12:50:19,2020-04-18 12:50:19,DOH000000000000471,0,2020-04-18,2261,0,0,0,0,0,0,0
DELBERT JON'S POLYCLINIC INCORPORATED,2020-04-17 12:43:31,2020-04-17 12:43:31,DOH000000000000471,0,2020-04-17,1384,0,0,0,0,0,0,0
DELBERT JON'S POLYCLINIC INCORPORATED,2020-04-16 10:59:45,2020-04-16 10:59:45,DOH000000000000471,0,2020-04-16,392,0,0,0,0,0,0,0
"DIGNUM FOUNDATION HOSPITAL, INC.",2020-04-16 7:50:25,2020-04-16 7:50:25,DOH000000000000472,0,2020-04-16,101,0,0,0,0,0,0,0
"DIGNUM FOUNDATION HOSPITAL, INC.",2020-04-18 10:11:38,2020-04-18 10:11:38,DOH000000000000472,0,2020-04-18,2120,0,0,0,0,0,0,0
"DIGNUM FOUNDATION HOSPITAL, INC.",2020-04-17 7:31:54,2020-04-17 7:31:54,DOH000000000000472,0,2020-04-17,802,0,0,0,0,0,0,0
SULTAN NAGA DIMAPORO PROVINCIAL HOSPITAL,2020-04-17 18:19:42,2020-04-17 18:19:42,DOH000000000000473,0,2020-04-17,1562,2,0,0,0,0,0,0
SULTAN NAGA DIMAPORO PROVINCIAL HOSPITAL,2020-04-18 8:38:58,2020-04-18 8:38:58,DOH000000000000473,0,2020-04-18,1949,2,0,0,0,0,0,0
DASOL COMMUNITY HOSPITAL,2020-04-17 15:37:41,2020-04-17 15:37:41,DOH000000000000475,0,2020-04-17,1488,2,0,0,0,1,0,0
DRAZEN COMMUNITY HOSPITAL,2020-04-18 8:50:36,2020-04-18 8:50:36,DOH000000000000477,0,2020-04-18,1978,2,0,0,0,0,0,0
DOMINGO CASANO HOSPITAL,2020-04-18 7:38:02,2020-04-18 7:38:02,DOH000000000000478,4,2020-04-18,1690,4,0,0,0,0,0,0
DOMINGO CASANO HOSPITAL,2020-04-17 13:26:54,2020-04-17 13:26:54,DOH000000000000478,4,2020-04-17,1412,4,0,0,0,0,0,0
DOMINGO CASANO HOSPITAL,2020-04-16 15:43:48,2020-04-16 15:43:48,DOH000000000000478,4,2020-04-16,624,4,0,0,0,0,0,0
DON SALVADOR BENEDICTO MEMORIAL DISTRICT HOSPITAL,2020-04-18 11:47:20,2020-04-18 11:47:20,DOH000000000000484,0,2020-04-18,2220,5,0,0,0,0,0,0
"DON VALERIO PALMARES, SR. MEMORIAL DISTRICT HOSPITAL",2020-04-17 17:24:03,2020-04-17 17:24:03,DOH000000000000487,0,2020-04-17,1550,6,0,0,0,0,0,0
DR. ALBERTO M. PASTOR HOSPITAL,2020-04-17 13:16:18,2020-04-17 13:16:18,DOH000000000000488,0,2020-04-17,1403,0,0,0,0,0,0,0
DR. ALBERTO M. PASTOR HOSPITAL,2020-04-16 13:06:41,2020-04-16 13:06:41,DOH000000000000488,0,2020-04-16,498,0,0,0,0,0,0,0
"CLINICA LUNTAO , INC. (FORMERLY DR. ERVIN B. LUNTAO FAMILY C",2020-04-17 9:44:12,2020-04-17 9:44:12,DOH000000000000492,0,2020-04-17,1212,0,0,0,0,0,0,0
DR. HENRY M. DE VILLA MEMORIAL HOSPITAL,2020-04-18 13:22:06,2020-04-18 13:22:06,DOH000000000000495,0,2020-04-18,2273,4,0,0,0,0,0,0
DR. HENRY M. DE VILLA MEMORIAL HOSPITAL,2020-04-17 7:49:48,2020-04-17 7:49:48,DOH000000000000495,0,2020-04-17,836,4,0,0,0,0,0,0
DR. HENRY M. DE VILLA MEMORIAL HOSPITAL,2020-04-16 7:41:01,2020-04-16 7:41:01,DOH000000000000495,0,2020-04-16,86,4,0,0,0,0,0,0
DR. JESUS C. DELGADO MEMORIAL HOSPITAL,2020-04-17 17:25:42,2020-04-17 17:25:42,DOH000000000000496,0,2020-04-17,1552,0,0,0,0,0,0,0
DR. JESUS C. DELGADO MEMORIAL HOSPITAL,2020-04-16 15:33:29,2020-04-16 15:33:29,DOH000000000000496,0,2020-04-16,617,1,0,0,0,1,0,0
Dr. Jose Rizal Memorial Hospital  (DOH retained),2020-04-17 7:31:54,2020-04-17 7:31:54,DOH000000000000497,4,2020-04-17,803,9,0,0,0,3,0,0
Dr. Jose Rizal Memorial Hospital  (DOH retained),2020-04-16 15:56:11,2020-04-16 15:56:11,DOH000000000000497,4,2020-04-16,629,10,0,0,0,2,0,0
Dr. Jose Rizal Memorial Hospital  (DOH retained),2020-04-18 7:59:32,2020-04-18 7:59:32,DOH000000000000497,4,2020-04-18,1757,9,0,0,0,3,0,0
DR. RICARDO Y. LADRIDO MEMORIAL DISTRICT HOSPITAL,2020-04-18 8:05:09,2020-04-18 8:05:09,DOH000000000000515,0,2020-04-18,1797,0,0,0,0,8,0,0
DR. RICARDO Y. LADRIDO MEMORIAL DISTRICT HOSPITAL,2020-04-17 9:30:19,2020-04-17 9:30:19,DOH000000000000515,0,2020-04-17,1181,0,0,0,0,7,0,0
DR. TOMAS L. NOLASCO  SR. MEMORIAL HOSPITAL - REPRODUCTIVE H,2020-04-17 15:46:05,2020-04-17 15:46:05,DOH000000000000521,1,2020-04-17,1494,1,0,0,1,0,0,0
DR. GREGORIO B. TAN MEMORIAL HOSPITAL,2020-04-17 9:54:55,2020-04-17 9:54:55,DOH000000000000525,0,2020-04-17,1225,0,0,0,0,0,0,0
DR. GREGORIO B. TAN MEMORIAL HOSPITAL,2020-04-18 8:45:12,2020-04-18 8:45:12,DOH000000000000525,0,2020-04-18,1960,0,0,0,0,0,0,0
DR. GREGORIO B. TAN MEMORIAL HOSPITAL,2020-04-16 13:32:43,2020-04-16 13:32:43,DOH000000000000525,0,2020-04-16,517,0,0,0,0,0,0,0
DR. MANUEL B. VELOSO MEMORIAL HOSPITAL,2020-04-16 18:10:26,2020-04-16 18:10:26,DOH000000000000528,0,2020-04-16,699,0,0,0,0,0,0,0
DR. MANUEL B. VELOSO MEMORIAL HOSPITAL,2020-04-18 7:34:36,2020-04-18 7:34:36,DOH000000000000528,0,2020-04-18,1680,0,0,0,0,0,0,0
DUAY HOSPITAL,2020-04-16 8:58:14,2020-04-16 8:58:14,DOH000000000000534,0,2020-04-16,249,0,0,0,0,0,0,0
DUAY HOSPITAL,2020-04-17 16:43:11,2020-04-17 16:43:11,DOH000000000000534,0,2020-04-17,1530,0,0,0,0,0,0,0
EASTERN SAMAR PROVINCIAL HOSPITAL,2020-04-16 11:20:16,2020-04-16 11:20:16,DOH000000000000541,0,2020-04-16,409,6,0,0,0,1,0,0
EASTERN SAMAR PROVINCIAL HOSPITAL,2020-04-17 9:06:45,2020-04-17 9:06:45,DOH000000000000541,0,2020-04-17,1144,7,0,0,0,0,0,0
EASTERN SAMAR PROVINCIAL HOSPITAL,2020-04-18 8:56:33,2020-04-18 8:56:33,DOH000000000000541,0,2020-04-18,1995,5,0,0,0,2,0,0
EDWIN ANDREWS AIRBASE HOSPITAL,2020-04-18 9:18:12,2020-04-18 9:18:12,DOH000000000000542,0,2020-04-18,2047,4,0,0,0,0,0,0
EDWIN ANDREWS AIRBASE HOSPITAL,2020-04-16 7:19:49,2020-04-16 7:19:49,DOH000000000000542,0,2020-04-16,58,4,0,0,0,0,0,0
